"","gender","publisher","year","et_1","n"
"977","Masculino","icml.cc / Omnipress",2012,"British",113
"978","Masculino","icml.cc / Omnipress",2012,"EastEuropean",32
"979","Masculino","icml.cc / Omnipress",2012,"GreaterEastAsian",127
"980","Masculino","icml.cc / Omnipress",2012,"IndianSubContinent",61
"981","Masculino","icml.cc / Omnipress",2012,"Jewish",88
"982","Masculino","icml.cc / Omnipress",2012,"Muslim",35
"983","Masculino","icml.cc / Omnipress",2012,"WestEuropean",107
"984","Masculino","IEEE",2010,"Africans",17
"985","Masculino","IEEE",2010,"British",67
"986","Masculino","IEEE",2010,"EastEuropean",39
"987","Masculino","IEEE",2010,"GreaterEastAsian",342
"988","Masculino","IEEE",2010,"IndianSubContinent",139
"989","Masculino","IEEE",2010,"Jewish",52
"990","Masculino","IEEE",2010,"Muslim",69
"991","Masculino","IEEE",2010,"WestEuropean",117
"992","Masculino","IEEE",2011,"Africans",22
"993","Masculino","IEEE",2011,"British",84
"994","Masculino","IEEE",2011,"EastEuropean",26
"995","Masculino","IEEE",2011,"GreaterEastAsian",466
"996","Masculino","IEEE",2011,"IndianSubContinent",142
"997","Masculino","IEEE",2011,"Jewish",66
"998","Masculino","IEEE",2011,"Muslim",48
"999","Masculino","IEEE",2011,"WestEuropean",103
"1000","Masculino","IEEE",2012,"Africans",28
"1001","Masculino","IEEE",2012,"British",166
"1002","Masculino","IEEE",2012,"EastEuropean",53
"1003","Masculino","IEEE",2012,"GreaterEastAsian",549
"1004","Masculino","IEEE",2012,"IndianSubContinent",157
"1005","Masculino","IEEE",2012,"Jewish",100
"1006","Masculino","IEEE",2012,"Muslim",76
"1007","Masculino","IEEE",2012,"WestEuropean",315
"1008","Masculino","IEEE",2013,"Africans",45
"1009","Masculino","IEEE",2013,"British",132
"1010","Masculino","IEEE",2013,"EastEuropean",55
"1011","Masculino","IEEE",2013,"GreaterEastAsian",647
"1012","Masculino","IEEE",2013,"IndianSubContinent",147
"1013","Masculino","IEEE",2013,"Jewish",102
"1014","Masculino","IEEE",2013,"Muslim",93
"1015","Masculino","IEEE",2013,"WestEuropean",342
"1016","Masculino","IEEE",2014,"Africans",25
"1017","Masculino","IEEE",2014,"British",84
"1018","Masculino","IEEE",2014,"EastEuropean",41
"1019","Masculino","IEEE",2014,"GreaterEastAsian",613
"1020","Masculino","IEEE",2014,"IndianSubContinent",116
"1021","Masculino","IEEE",2014,"Jewish",38
"1022","Masculino","IEEE",2014,"Muslim",88
"1023","Masculino","IEEE",2014,"WestEuropean",238
"1024","Masculino","IEEE",2015,"Africans",23
"1025","Masculino","IEEE",2015,"British",139
"1026","Masculino","IEEE",2015,"EastEuropean",77
"1027","Masculino","IEEE",2015,"GreaterEastAsian",646
"1028","Masculino","IEEE",2015,"IndianSubContinent",149
"1029","Masculino","IEEE",2015,"Jewish",71
"1030","Masculino","IEEE",2015,"Muslim",85
"1031","Masculino","IEEE",2015,"WestEuropean",240
"1032","Masculino","IEEE",2016,"Africans",31
"1033","Masculino","IEEE",2016,"British",113
"1034","Masculino","IEEE",2016,"EastEuropean",53
"1035","Masculino","IEEE",2016,"GreaterEastAsian",643
"1036","Masculino","IEEE",2016,"IndianSubContinent",130
"1037","Masculino","IEEE",2016,"Jewish",62
"1038","Masculino","IEEE",2016,"Muslim",83
"1039","Masculino","IEEE",2016,"WestEuropean",217
"1040","Masculino","IEEE/ACM",2012,"Africans",6
"1041","Masculino","IEEE/ACM",2012,"British",15
"1042","Masculino","IEEE/ACM",2012,"EastEuropean",2
"1043","Masculino","IEEE/ACM",2012,"GreaterEastAsian",7
"1044","Masculino","IEEE/ACM",2012,"IndianSubContinent",4
"1045","Masculino","IEEE/ACM",2012,"Jewish",3
"1046","Masculino","IEEE/ACM",2012,"Muslim",7
"1047","Masculino","IEEE/ACM",2012,"WestEuropean",40
"1048","Masculino","IEEE Computer Society",2010,"Africans",68
"1049","Masculino","IEEE Computer Society",2010,"British",511
"1050","Masculino","IEEE Computer Society",2010,"EastEuropean",172
"1051","Masculino","IEEE Computer Society",2010,"GreaterEastAsian",686
"1052","Masculino","IEEE Computer Society",2010,"IndianSubContinent",366
"1053","Masculino","IEEE Computer Society",2010,"Jewish",402
"1054","Masculino","IEEE Computer Society",2010,"Muslim",210
"1055","Masculino","IEEE Computer Society",2010,"WestEuropean",815
"1056","Masculino","IEEE Computer Society",2011,"Africans",85
"1057","Masculino","IEEE Computer Society",2011,"British",643
"1058","Masculino","IEEE Computer Society",2011,"EastEuropean",241
"1059","Masculino","IEEE Computer Society",2011,"GreaterEastAsian",943
"1060","Masculino","IEEE Computer Society",2011,"IndianSubContinent",458
"1061","Masculino","IEEE Computer Society",2011,"Jewish",468
"1062","Masculino","IEEE Computer Society",2011,"Muslim",255
"1063","Masculino","IEEE Computer Society",2011,"WestEuropean",921
"1064","Masculino","IEEE Computer Society",2012,"Africans",100
"1065","Masculino","IEEE Computer Society",2012,"British",685
"1066","Masculino","IEEE Computer Society",2012,"EastEuropean",229
"1067","Masculino","IEEE Computer Society",2012,"GreaterEastAsian",948
"1068","Masculino","IEEE Computer Society",2012,"IndianSubContinent",400
"1069","Masculino","IEEE Computer Society",2012,"Jewish",477
"1070","Masculino","IEEE Computer Society",2012,"Muslim",243
"1071","Masculino","IEEE Computer Society",2012,"WestEuropean",1072
"1072","Masculino","IEEE Computer Society",2013,"Africans",101
"1073","Masculino","IEEE Computer Society",2013,"British",957
"1074","Masculino","IEEE Computer Society",2013,"EastEuropean",297
"1075","Masculino","IEEE Computer Society",2013,"GreaterEastAsian",1484
"1076","Masculino","IEEE Computer Society",2013,"IndianSubContinent",580
"1077","Masculino","IEEE Computer Society",2013,"Jewish",640
"1078","Masculino","IEEE Computer Society",2013,"Muslim",363
"1079","Masculino","IEEE Computer Society",2013,"WestEuropean",1382
"1080","Masculino","IEEE Computer Society",2014,"Africans",69
"1081","Masculino","IEEE Computer Society",2014,"British",438
"1082","Masculino","IEEE Computer Society",2014,"EastEuropean",157
"1083","Masculino","IEEE Computer Society",2014,"GreaterEastAsian",878
"1084","Masculino","IEEE Computer Society",2014,"IndianSubContinent",337
"1085","Masculino","IEEE Computer Society",2014,"Jewish",329
"1086","Masculino","IEEE Computer Society",2014,"Muslim",230
"1087","Masculino","IEEE Computer Society",2014,"WestEuropean",666
"1088","Masculino","IEEE Computer Society",2015,"Africans",155
"1089","Masculino","IEEE Computer Society",2015,"British",1071
"1090","Masculino","IEEE Computer Society",2015,"EastEuropean",430
"1091","Masculino","IEEE Computer Society",2015,"GreaterEastAsian",1956
"1092","Masculino","IEEE Computer Society",2015,"IndianSubContinent",649
"1093","Masculino","IEEE Computer Society",2015,"Jewish",720
"1094","Masculino","IEEE Computer Society",2015,"Muslim",446
"1095","Masculino","IEEE Computer Society",2015,"WestEuropean",1757
"1096","Masculino","IEEE Computer Society",2016,"Africans",60
"1097","Masculino","IEEE Computer Society",2016,"British",422
"1098","Masculino","IEEE Computer Society",2016,"EastEuropean",134
"1099","Masculino","IEEE Computer Society",2016,"GreaterEastAsian",1129
"1100","Masculino","IEEE Computer Society",2016,"IndianSubContinent",279
"1101","Masculino","IEEE Computer Society",2016,"Jewish",286
"1102","Masculino","IEEE Computer Society",2016,"Muslim",214
"1103","Masculino","IEEE Computer Society",2016,"WestEuropean",580
"1104","Masculino","IEEE Copmuter Society",2015,"British",3
"1105","Masculino","IEEE Copmuter Society",2015,"Jewish",2
"1106","Masculino","IEEE Copmuter Society",2015,"Muslim",2
"1107","Masculino","IEEE Copmuter Society",2015,"WestEuropean",10
"1108","Masculino","IJCAI/AAAI",2011,"Africans",13
"1109","Masculino","IJCAI/AAAI",2011,"British",185
"1110","Masculino","IJCAI/AAAI",2011,"EastEuropean",56
"1111","Masculino","IJCAI/AAAI",2011,"GreaterEastAsian",232
"1112","Masculino","IJCAI/AAAI",2011,"IndianSubContinent",56
"1113","Masculino","IJCAI/AAAI",2011,"Jewish",113
"1114","Masculino","IJCAI/AAAI",2011,"Muslim",47
"1115","Masculino","IJCAI/AAAI",2011,"WestEuropean",315
"1116","Masculino","IJCAI/AAAI",2013,"Africans",20
"1117","Masculino","IJCAI/AAAI",2013,"British",179
"1118","Masculino","IJCAI/AAAI",2013,"EastEuropean",43
"1119","Masculino","IJCAI/AAAI",2013,"GreaterEastAsian",314
"1120","Masculino","IJCAI/AAAI",2013,"IndianSubContinent",73
"1121","Masculino","IJCAI/AAAI",2013,"Jewish",109
"1122","Masculino","IJCAI/AAAI",2013,"Muslim",48
"1123","Masculino","IJCAI/AAAI",2013,"WestEuropean",282
"1124","Masculino","IJCAI/AAAI Press",2016,"Africans",36
"1125","Masculino","IJCAI/AAAI Press",2016,"British",201
"1126","Masculino","IJCAI/AAAI Press",2016,"EastEuropean",76
"1127","Masculino","IJCAI/AAAI Press",2016,"GreaterEastAsian",597
"1128","Masculino","IJCAI/AAAI Press",2016,"IndianSubContinent",123
"1129","Masculino","IJCAI/AAAI Press",2016,"Jewish",116
"1130","Masculino","IJCAI/AAAI Press",2016,"Muslim",61
"1131","Masculino","IJCAI/AAAI Press",2016,"WestEuropean",303
"1132","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"Africans",24
"1133","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"British",144
"1134","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"EastEuropean",64
"1135","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"GreaterEastAsian",233
"1136","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"IndianSubContinent",147
"1137","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"Jewish",121
"1138","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"Muslim",49
"1139","Masculino","International World Wide Web Conferences Steering Committee / ACM",2013,"WestEuropean",303
"1140","Masculino","JMLR.org",2012,"British",2
"1141","Masculino","JMLR.org",2012,"GreaterEastAsian",1
"1142","Masculino","JMLR.org",2012,"IndianSubContinent",1
"1143","Masculino","JMLR.org",2012,"Jewish",3
"1144","Masculino","JMLR.org",2012,"WestEuropean",1
"1145","Masculino","JMLR.org",2013,"Africans",18
"1146","Masculino","JMLR.org",2013,"British",130
"1147","Masculino","JMLR.org",2013,"EastEuropean",60
"1148","Masculino","JMLR.org",2013,"GreaterEastAsian",167
"1149","Masculino","JMLR.org",2013,"IndianSubContinent",101
"1150","Masculino","JMLR.org",2013,"Jewish",115
"1151","Masculino","JMLR.org",2013,"Muslim",48
"1152","Masculino","JMLR.org",2013,"WestEuropean",144
"1153","Masculino","JMLR.org",2014,"Africans",25
"1154","Masculino","JMLR.org",2014,"British",149
"1155","Masculino","JMLR.org",2014,"EastEuropean",51
"1156","Masculino","JMLR.org",2014,"GreaterEastAsian",203
"1157","Masculino","JMLR.org",2014,"IndianSubContinent",136
"1158","Masculino","JMLR.org",2014,"Jewish",123
"1159","Masculino","JMLR.org",2014,"Muslim",49
"1160","Masculino","JMLR.org",2014,"WestEuropean",182
"1161","Masculino","JMLR.org",2015,"Africans",25
"1162","Masculino","JMLR.org",2015,"British",149
"1163","Masculino","JMLR.org",2015,"EastEuropean",50
"1164","Masculino","JMLR.org",2015,"GreaterEastAsian",195
"1165","Masculino","JMLR.org",2015,"IndianSubContinent",127
"1166","Masculino","JMLR.org",2015,"Jewish",144
"1167","Masculino","JMLR.org",2015,"Muslim",51
"1168","Masculino","JMLR.org",2015,"WestEuropean",170
"1169","Masculino","JMLR.org",2016,"Africans",32
"1170","Masculino","JMLR.org",2016,"British",159
"1171","Masculino","JMLR.org",2016,"EastEuropean",68
"1172","Masculino","JMLR.org",2016,"GreaterEastAsian",239
"1173","Masculino","JMLR.org",2016,"IndianSubContinent",133
"1174","Masculino","JMLR.org",2016,"Jewish",142
"1175","Masculino","JMLR.org",2016,"Muslim",70
"1176","Masculino","JMLR.org",2016,"WestEuropean",194
"1177","Masculino","\N",2010,"British",7
"1178","Masculino","\N",2010,"EastEuropean",1
"1179","Masculino","\N",2010,"IndianSubContinent",1
"1180","Masculino","\N",2010,"Jewish",3
"1181","Masculino","\N",2010,"Muslim",2
"1182","Masculino","\N",2010,"WestEuropean",7
"1183","Masculino","\N",2011,"Africans",1
"1184","Masculino","\N",2011,"British",18
"1185","Masculino","\N",2011,"EastEuropean",3
"1186","Masculino","\N",2011,"GreaterEastAsian",10
"1187","Masculino","\N",2011,"IndianSubContinent",2
"1188","Masculino","\N",2011,"Jewish",6
"1189","Masculino","\N",2011,"Muslim",4
"1190","Masculino","\N",2011,"WestEuropean",27
"1191","Masculino","\N",2012,"Africans",1
"1192","Masculino","\N",2012,"British",3
"1193","Masculino","\N",2012,"GreaterEastAsian",1
"1194","Masculino","\N",2012,"IndianSubContinent",2
"1195","Masculino","\N",2012,"Jewish",3
"1196","Masculino","\N",2012,"Muslim",2
"1197","Masculino","\N",2012,"WestEuropean",3
"1198","Masculino","\N",2013,"British",13
"1199","Masculino","\N",2013,"EastEuropean",2
"1200","Masculino","\N",2013,"GreaterEastAsian",3
"1201","Masculino","\N",2013,"Jewish",13
"1202","Masculino","\N",2013,"Muslim",3
"1203","Masculino","\N",2013,"WestEuropean",9
"1204","Masculino","\N",2014,"Africans",2
"1205","Masculino","\N",2014,"British",12
"1206","Masculino","\N",2014,"EastEuropean",3
"1207","Masculino","\N",2014,"GreaterEastAsian",7
"1208","Masculino","\N",2014,"IndianSubContinent",1
"1209","Masculino","\N",2014,"Jewish",16
"1210","Masculino","\N",2014,"Muslim",1
"1211","Masculino","\N",2014,"WestEuropean",13
"1212","Masculino","\N",2015,"British",6
"1213","Masculino","\N",2015,"EastEuropean",2
"1214","Masculino","\N",2015,"GreaterEastAsian",1
"1215","Masculino","\N",2015,"Jewish",6
"1216","Masculino","\N",2015,"Muslim",2
"1217","Masculino","\N",2015,"WestEuropean",8
"1218","Masculino","\N",2016,"Africans",3
"1219","Masculino","\N",2016,"British",20
"1220","Masculino","\N",2016,"EastEuropean",13
"1221","Masculino","\N",2016,"GreaterEastAsian",27
"1222","Masculino","\N",2016,"IndianSubContinent",14
"1223","Masculino","\N",2016,"Jewish",26
"1224","Masculino","\N",2016,"Muslim",9
"1225","Masculino","\N",2016,"WestEuropean",85
"1226","Masculino","Omnipress",2010,"Africans",5
"1227","Masculino","Omnipress",2010,"British",72
"1228","Masculino","Omnipress",2010,"EastEuropean",31
"1229","Masculino","Omnipress",2010,"GreaterEastAsian",85
"1230","Masculino","Omnipress",2010,"IndianSubContinent",51
"1231","Masculino","Omnipress",2010,"Jewish",77
"1232","Masculino","Omnipress",2010,"Muslim",15
"1233","Masculino","Omnipress",2010,"WestEuropean",97
"1234","Masculino","Omnipress",2011,"Africans",8
"1235","Masculino","Omnipress",2011,"British",82
"1236","Masculino","Omnipress",2011,"EastEuropean",19
"1237","Masculino","Omnipress",2011,"GreaterEastAsian",79
"1238","Masculino","Omnipress",2011,"IndianSubContinent",40
"1239","Masculino","Omnipress",2011,"Jewish",41
"1240","Masculino","Omnipress",2011,"Muslim",16
"1241","Masculino","Omnipress",2011,"WestEuropean",78
"1242","Masculino","OpenProceedings.org",2014,"Africans",10
"1243","Masculino","OpenProceedings.org",2014,"British",37
"1244","Masculino","OpenProceedings.org",2014,"EastEuropean",23
"1245","Masculino","OpenProceedings.org",2014,"GreaterEastAsian",45
"1246","Masculino","OpenProceedings.org",2014,"IndianSubContinent",28
"1247","Masculino","OpenProceedings.org",2014,"Jewish",30
"1248","Masculino","OpenProceedings.org",2014,"Muslim",23
"1249","Masculino","OpenProceedings.org",2014,"WestEuropean",83
"1250","Masculino","OpenProceedings.org",2015,"Africans",11
"1251","Masculino","OpenProceedings.org",2015,"British",26
"1252","Masculino","OpenProceedings.org",2015,"EastEuropean",11
"1253","Masculino","OpenProceedings.org",2015,"GreaterEastAsian",46
"1254","Masculino","OpenProceedings.org",2015,"IndianSubContinent",17
"1255","Masculino","OpenProceedings.org",2015,"Jewish",24
"1256","Masculino","OpenProceedings.org",2015,"Muslim",24
"1257","Masculino","OpenProceedings.org",2015,"WestEuropean",43
"1258","Masculino","OpenProceedings.org",2016,"Africans",13
"1259","Masculino","OpenProceedings.org",2016,"British",29
"1260","Masculino","OpenProceedings.org",2016,"EastEuropean",21
"1261","Masculino","OpenProceedings.org",2016,"GreaterEastAsian",43
"1262","Masculino","OpenProceedings.org",2016,"IndianSubContinent",29
"1263","Masculino","OpenProceedings.org",2016,"Jewish",20
"1264","Masculino","OpenProceedings.org",2016,"Muslim",20
"1265","Masculino","OpenProceedings.org",2016,"WestEuropean",90
"1266","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"Africans",8
"1267","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"British",33
"1268","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"EastEuropean",29
"1269","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"GreaterEastAsian",11
"1270","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"IndianSubContinent",39
"1271","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"Jewish",36
"1272","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"Muslim",11
"1273","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2010,"WestEuropean",66
"1274","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"Africans",9
"1275","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"British",38
"1276","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"EastEuropean",30
"1277","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"GreaterEastAsian",8
"1278","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"IndianSubContinent",26
"1279","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"Jewish",41
"1280","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"Muslim",8
"1281","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2011,"WestEuropean",73
"1282","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"Africans",3
"1283","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"British",27
"1284","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"EastEuropean",36
"1285","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"GreaterEastAsian",17
"1286","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"IndianSubContinent",53
"1287","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"Jewish",36
"1288","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"Muslim",11
"1289","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2012,"WestEuropean",47
"1290","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"Africans",7
"1291","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"British",30
"1292","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"EastEuropean",38
"1293","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"GreaterEastAsian",18
"1294","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"IndianSubContinent",33
"1295","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"Jewish",38
"1296","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"Muslim",9
"1297","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2013,"WestEuropean",68
"1298","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"Africans",4
"1299","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"British",42
"1300","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"EastEuropean",30
"1301","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"GreaterEastAsian",14
"1302","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"IndianSubContinent",42
"1303","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"Jewish",39
"1304","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"Muslim",10
"1305","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2014,"WestEuropean",63
"1306","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"Africans",9
"1307","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"British",65
"1308","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"EastEuropean",59
"1309","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"GreaterEastAsian",37
"1310","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"IndianSubContinent",85
"1311","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"Jewish",97
"1312","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"Muslim",35
"1313","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2015,"WestEuropean",170
"1314","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"Africans",23
"1315","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"British",185
"1316","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"EastEuropean",165
"1317","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"GreaterEastAsian",127
"1318","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"IndianSubContinent",156
"1319","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"Jewish",207
"1320","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"Muslim",81
"1321","Masculino","Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik",2016,"WestEuropean",376
"1322","Masculino","SIAM",2010,"Africans",6
"1323","Masculino","SIAM",2010,"British",48
"1324","Masculino","SIAM",2010,"EastEuropean",37
"1325","Masculino","SIAM",2010,"GreaterEastAsian",27
"1326","Masculino","SIAM",2010,"IndianSubContinent",48
"1327","Masculino","SIAM",2010,"Jewish",52
"1328","Masculino","SIAM",2010,"Muslim",22
"1329","Masculino","SIAM",2010,"WestEuropean",64
"1330","Masculino","SIAM",2011,"Africans",7
"1331","Masculino","SIAM",2011,"British",50
"1332","Masculino","SIAM",2011,"EastEuropean",29
"1333","Masculino","SIAM",2011,"GreaterEastAsian",32
"1334","Masculino","SIAM",2011,"IndianSubContinent",53
"1335","Masculino","SIAM",2011,"Jewish",61
"1336","Masculino","SIAM",2011,"Muslim",27
"1337","Masculino","SIAM",2011,"WestEuropean",47
"1338","Masculino","SIAM",2012,"Africans",11
"1339","Masculino","SIAM",2012,"British",45
"1340","Masculino","SIAM",2012,"EastEuropean",31
"1341","Masculino","SIAM",2012,"GreaterEastAsian",31
"1342","Masculino","SIAM",2012,"IndianSubContinent",60
"1343","Masculino","SIAM",2012,"Jewish",51
"1344","Masculino","SIAM",2012,"Muslim",24
"1345","Masculino","SIAM",2012,"WestEuropean",66
"1346","Masculino","SIAM",2013,"Africans",4
"1347","Masculino","SIAM",2013,"British",55
"1348","Masculino","SIAM",2013,"EastEuropean",32
"1349","Masculino","SIAM",2013,"GreaterEastAsian",30
"1350","Masculino","SIAM",2013,"IndianSubContinent",48
"1351","Masculino","SIAM",2013,"Jewish",36
"1352","Masculino","SIAM",2013,"Muslim",23
"1353","Masculino","SIAM",2013,"WestEuropean",74
"1354","Masculino","SIAM",2014,"Africans",3
"1355","Masculino","SIAM",2014,"British",58
"1356","Masculino","SIAM",2014,"EastEuropean",22
"1357","Masculino","SIAM",2014,"GreaterEastAsian",36
"1358","Masculino","SIAM",2014,"IndianSubContinent",56
"1359","Masculino","SIAM",2014,"Jewish",60
"1360","Masculino","SIAM",2014,"Muslim",29
"1361","Masculino","SIAM",2014,"WestEuropean",56
"1362","Masculino","SIAM",2015,"Africans",6
"1363","Masculino","SIAM",2015,"British",56
"1364","Masculino","SIAM",2015,"EastEuropean",38
"1365","Masculino","SIAM",2015,"GreaterEastAsian",46
"1366","Masculino","SIAM",2015,"IndianSubContinent",63
"1367","Masculino","SIAM",2015,"Jewish",47
"1368","Masculino","SIAM",2015,"Muslim",22
"1369","Masculino","SIAM",2015,"WestEuropean",54
"1370","Masculino","SIAM",2016,"Africans",6
"1371","Masculino","SIAM",2016,"British",46
"1372","Masculino","SIAM",2016,"EastEuropean",33
"1373","Masculino","SIAM",2016,"GreaterEastAsian",42
"1374","Masculino","SIAM",2016,"IndianSubContinent",56
"1375","Masculino","SIAM",2016,"Jewish",68
"1376","Masculino","SIAM",2016,"Muslim",30
"1377","Masculino","SIAM",2016,"WestEuropean",79
"1378","Masculino","Springer",2010,"Africans",71
"1379","Masculino","Springer",2010,"British",407
"1380","Masculino","Springer",2010,"EastEuropean",268
"1381","Masculino","Springer",2010,"GreaterEastAsian",476
"1382","Masculino","Springer",2010,"IndianSubContinent",242
"1383","Masculino","Springer",2010,"Jewish",388
"1384","Masculino","Springer",2010,"Muslim",134
"1385","Masculino","Springer",2010,"WestEuropean",758
"1386","Masculino","Springer",2011,"Africans",51
"1387","Masculino","Springer",2011,"British",342
"1388","Masculino","Springer",2011,"EastEuropean",190
"1389","Masculino","Springer",2011,"GreaterEastAsian",388
"1390","Masculino","Springer",2011,"IndianSubContinent",219
"1391","Masculino","Springer",2011,"Jewish",312
"1392","Masculino","Springer",2011,"Muslim",129
"1393","Masculino","Springer",2011,"WestEuropean",669
"1394","Masculino","Springer",2012,"Africans",71
"1395","Masculino","Springer",2012,"British",348
"1396","Masculino","Springer",2012,"EastEuropean",241
"1397","Masculino","Springer",2012,"GreaterEastAsian",397
"1398","Masculino","Springer",2012,"IndianSubContinent",229
"1399","Masculino","Springer",2012,"Jewish",336
"1400","Masculino","Springer",2012,"Muslim",141
"1401","Masculino","Springer",2012,"WestEuropean",727
"1402","Masculino","Springer",2013,"Africans",44
"1403","Masculino","Springer",2013,"British",323
"1404","Masculino","Springer",2013,"EastEuropean",283
"1405","Masculino","Springer",2013,"GreaterEastAsian",363
"1406","Masculino","Springer",2013,"IndianSubContinent",199
"1407","Masculino","Springer",2013,"Jewish",372
"1408","Masculino","Springer",2013,"Muslim",115
"1409","Masculino","Springer",2013,"WestEuropean",651
"1410","Masculino","Springer",2014,"Africans",93
"1411","Masculino","Springer",2014,"British",365
"1412","Masculino","Springer",2014,"EastEuropean",275
"1413","Masculino","Springer",2014,"GreaterEastAsian",492
"1414","Masculino","Springer",2014,"IndianSubContinent",289
"1415","Masculino","Springer",2014,"Jewish",343
"1416","Masculino","Springer",2014,"Muslim",146
"1417","Masculino","Springer",2014,"WestEuropean",799
"1418","Masculino","Springer",2015,"Africans",77
"1419","Masculino","Springer",2015,"British",344
"1420","Masculino","Springer",2015,"EastEuropean",266
"1421","Masculino","Springer",2015,"GreaterEastAsian",492
"1422","Masculino","Springer",2015,"IndianSubContinent",224
"1423","Masculino","Springer",2015,"Jewish",392
"1424","Masculino","Springer",2015,"Muslim",172
"1425","Masculino","Springer",2015,"WestEuropean",735
"1426","Masculino","Springer",2016,"Africans",15
"1427","Masculino","Springer",2016,"British",168
